doid	name	type
DOID:14415	Perthe's disease	exact-synonym
DOID:14415	Perthe's disease	exact-synonym
DOID:14415	Perthe's disease	exact-synonym
DOID:14415	Perthes disease	exact-synonym
DOID:14415	pseudocoxalgia	exact-synonym
DOID:14415	Pseudocoxalgia	exact-synonym
DOID:6286	childhood cerebellar astrocytic neoplasm	name
DOID:6286	pediatric astrocytoma of Cerebellum	exact-synonym
DOID:7461	large cell keratinizing variant squamous cell breast carcinoma	name
DOID:5276	esophagus leiomyosarcoma	name
DOID:5276	leiomyosarcoma of esophagus	exact-synonym
DOID:7459	acantholytic variant squamous cell breast carcinoma	name
DOID:4781	diffuse glomerulonephritis	name
DOID:7045	basaloid lung carcinoma	name
DOID:4777	exudative glomerulonephritis	name
DOID:0060180	colitis	name
DOID:3451	skin carcinoma	name
DOID:3451	carcinoma OF SKIN	exact-synonym
DOID:3451	carcinoma of skin	related-synonym
DOID:3451	Non-melanoma skin cancer	exact-synonym
DOID:1064	cystinosis	name
DOID:1064	cystine storage disease	exact-synonym
DOID:1064	Cystine storage disease	exact-synonym
DOID:1064	Cystinosis (disorder)	exact-synonym
DOID:1064	Cystinosis (disorder) [Ambiguous]	exact-synonym
DOID:1064	Cystinosis [dup] (disorder)	exact-synonym
DOID:13248	mucocele of appendix	name
DOID:13248	Appendicele Mucocele	exact-synonym
DOID:13248	Mucocele of appendix (disorder)	exact-synonym
DOID:4550	anal gland neoplasm	name
DOID:4778	proliferative glomerulonephritis	name
DOID:4778	Proliferative Glomerulonephritis	exact-synonym
DOID:10646	schizotypal personality disorder	name
DOID:12384	dysentery	name
DOID:12384	Infectious diarrhea	exact-synonym
DOID:6190	rectum Kaposi's sarcoma	name
DOID:6190	Kaposi's sarcoma of rectum	exact-synonym
DOID:6190	rectum Kaposi sarcoma	exact-synonym
DOID:8304	lymph node palisaded myofibroblastoma	name
DOID:8304	Palisaded Myofibroblastoma of the Lymph Node	exact-synonym
DOID:7505	small intestine neoplasm	name
DOID:7505	neoplasm of small intestine (disorder)	exact-synonym
DOID:7505	small intestinal neoplasm	exact-synonym
DOID:3108	ascaridiasis	name
DOID:5341	pineal region yolk sac tumor	name
DOID:5341	Pineal Region Yolk Sac neoplasm	exact-synonym
DOID:7465	chronic NK-cell lymphocytosis	name
DOID:7465	NK-cell large granular Lymphocyte Lymphocytosis	exact-synonym
DOID:0060177	homocarnosinosis	name
DOID:4547	adult mesenchymal chondrosarcoma	name
DOID:0050516	O'nyong'nyong fever	name
DOID:6225	Cronkhite-Canada syndrome	name
DOID:6225	gastric Cronkhite Canada polyposis	exact-synonym
DOID:2926	Klippel-Trenaunay syndrome	name
DOID:2926	angioosteohypertrophy syndrome	exact-synonym
DOID:2926	Haemangiectatic hypertrophy	exact-synonym
DOID:2926	Klippel-Trenaunay-Weber syndrome	exact-synonym
DOID:3103	thoracic outlet syndrome	name
DOID:3103	TOS - Thoracic outlet syndrome	exact-synonym
DOID:0060178	familial hemiplegic migraine	name
DOID:0050518	Ross River fever	name
DOID:0050518	Ross River virus disease	exact-synonym
DOID:1649	female breast lower-inner quadrant cancer	name
DOID:1649	malignant neoplasm of lower-inner quadrant of female breast (disorder)	exact-synonym
DOID:4555	ovarian large-cell neuroendocrine carcinoma	name
DOID:4555	Non-small-cell type neuroendocrine carcinoma of Ovary	exact-synonym
DOID:10649	acute inferolateral myocardial infarction	name
DOID:12895	keratoconjunctivitis sicca	name
DOID:12895	KCS	exact-synonym
DOID:12895	Keraconjunctivitis sicca	exact-synonym
DOID:12895	Keraconjunctivitis sicca	exact-synonym
DOID:12895	Keratoconjunctivitis sicca	exact-synonym
DOID:12895	Keratoconjunctivitis sicca	exact-synonym
DOID:12895	Keratoconjunctivitis sicca	exact-synonym
DOID:12895	Keratoconjunctivitis sicca (disorder)	exact-synonym
DOID:10661	mediastinum ganglioneuroblastoma	name
DOID:10661	Ganglioneuroblastoma of mediastinum	exact-synonym
DOID:13025	retinopathy of prematurity	name
DOID:13025	premature retinopathy	exact-synonym
DOID:13025	Retinopathy of prematurity	exact-synonym
DOID:13025	Retinopathy of prematurity (disorder)	exact-synonym
DOID:13025	Retrolental fibroplasia	exact-synonym
DOID:13025	Retrolental Fibroplasia	exact-synonym
DOID:13025	Retrolental fibroplasia (disorder)	exact-synonym
DOID:0050917	lung combined type small cell adenocarcinoma	name
DOID:5916	uterine corpus leiomyomatosis	name
DOID:5233	glomangiosarcoma	name
DOID:5233	malignant Glomus neoplasm	exact-synonym
DOID:10656	colon leiomyoma	name
DOID:10656	Colonic leiomyoma	exact-synonym
DOID:5236	subungual glomus tumor	name
DOID:5236	Subungual Glomus tumor	exact-synonym
DOID:12275	cutaneous diphtheria	name
DOID:12275	Cutaneous Diphtheria	exact-synonym
DOID:12275	Cutaneous diphtheria (disorder)	exact-synonym
DOID:0060186	chemical colitis	name
DOID:0050792	multiple cutaneous and mucosal venous malformations	name
DOID:10655	lipoma of colon	name
DOID:10655	Colonic Lipoma	exact-synonym
DOID:3852	Peutz-Jeghers syndrome	name
DOID:3852	Colonic hamartomatous polyp	exact-synonym
DOID:3852	gastric Peutz-Jeghers polyp	exact-synonym
DOID:3852	Peutz Jeghers colon polyp	exact-synonym
DOID:3852	Peutz Jeghers polyp	exact-synonym
DOID:3852	Peutz-Jeghers polyp of small Intestine	exact-synonym
DOID:3852	peutz-jeghers small bowel hamartoma	exact-synonym
DOID:0060116	sensory system cancer	name
DOID:14413	labyrinthine bilateral reactive loss	name
DOID:14413	Bilateral loss of labyrinthine reactivity (disorder)	exact-synonym
DOID:14413	Labyrinthine bilateral reactive loss (disorder)	exact-synonym
DOID:14413	Loss of labyrinthine reactivity, bilateral	exact-synonym
DOID:0050522	Balkan hemorrhagic fever	name
DOID:4400	dermatosis papulosa nigra	name
DOID:4400	Dermatosis papulosa nigra	exact-synonym
DOID:4400	Dermatosis papulosa nigra (disorder)	exact-synonym
DOID:4400	Dermatosis papulosa nigra (morphologic abnormality)	exact-synonym
DOID:0060187	diversion colitis	name
DOID:10802	acute gonococcal epididymo-orchitis	name
DOID:10802	acute gonococcal epididymo-orchitis (disorder)	exact-synonym
DOID:10802	Gonococcal epididymo-orchitis (acute)	exact-synonym
DOID:3109	idiopathic CD4-positive T-lymphocytopenia	name
DOID:0050523	adult T-cell leukemia	name
DOID:0050523	Adult T-cell leukemia/lymphoma	exact-synonym
DOID:0060184	lymphocytic colitis	name
DOID:7474	malignant pleural mesothelioma	name
DOID:7474	malignant mesothelioma of pleura	exact-synonym
DOID:2150	ovarian lymphoma	name
DOID:4788	intracranial primitive neuroectodermal tumor	name
DOID:4788	intracranial PNET	exact-synonym
DOID:0060188	jejunoileitis	name
DOID:182	calcinosis	name
DOID:182	Calcinosis (disorder)	exact-synonym
DOID:182	pathologic calcification	exact-synonym
DOID:182	pathologic calcification	exact-synonym
DOID:182	Pathologically calcified structure	exact-synonym
DOID:10937	impulse control disorder	name
DOID:479	angiokeratoma	name
DOID:479	Angiokeratoma (morphologic abnormality)	exact-synonym
DOID:479	Angiokeratoma of skin (disorder)	exact-synonym
DOID:479	Cutaneous Angiokeratoma	exact-synonym
DOID:479	skin angiokeratoma 	exact-synonym
DOID:10813	nasal cavity lymphoma	name
DOID:10813	lymphoma of nasal cavity	exact-synonym
DOID:10813	Lymphoma of the nasal cavity	exact-synonym
DOID:10660	mediastinum neuroblastoma	name
DOID:10660	neuroblastoma of mediastinum	exact-synonym
DOID:1700	X-linked ichthyosis	name
DOID:1700	X-linked ichthyosis with steryl-sulphatase deficiency	exact-synonym
DOID:1700	X-linked placental steryl-sulphatase deficiency	exact-synonym
DOID:1700	X-linked recessive ichthyosis	exact-synonym
DOID:0050527	familial hypertriglyceridemia	name
DOID:0050527	Pure hyperglyceridemia	exact-synonym
DOID:1442	Alpers syndrome	name
DOID:1442	Alper's syndrome	exact-synonym
DOID:1442	ALPERS PROGRESSIVE INFANTILE POLIODYSTROPHY	exact-synonym
DOID:1442	Alpers' disease or gray-matter degeneration	exact-synonym
DOID:1442	ALPERS-HUTTENLOCHER SYNDROME	exact-synonym
DOID:1442	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A	exact-synonym
DOID:1442	progressive sclerosing poliodystrophy (disorder)	exact-synonym
DOID:7047	penis basaloid carcinoma	name
DOID:7047	squamous cell carcinoma of penis, Basaloid type	exact-synonym
DOID:4790	medulloepithelioma	name
DOID:4790	Diktyoma, malignant	exact-synonym
DOID:4790	Medulloepithelioma NOS (morphologic abnormality)	exact-synonym
DOID:4790	Medulloepithelioma, central nervous system	exact-synonym
DOID:3111	cystadenocarcinoma	name
DOID:3111	cystadenocarcinoma (morphologic abnormality)	exact-synonym
DOID:3111	cystadenocarcinoma NOS (morphologic abnormality)	exact-synonym
DOID:5246	hilar cholangiocellular carcinoma	name
DOID:1066	residual stage of open angle glaucoma	name
DOID:1066	Open-angle glaucoma residual stage (disorder)	exact-synonym
DOID:1066	Residual stage of open angle glaucoma (disorder)	exact-synonym
DOID:7818	petroclival meningioma	name
DOID:0060192	Crohn's colitis	name
DOID:0060196	amyotrophic lateral sclerosis type 4	name
DOID:0060196	ALS 4	exact-synonym
DOID:0060196	amyotrophic lateral sclerosis 4	exact-synonym
DOID:0060196	amyotrophic lateral sclerosis 4, juvenile	exact-synonym
DOID:0060196	dHMN with upper motor neuron signs	exact-synonym
DOID:0060196	distal hereditary motor neuropathy with pyramidal features	exact-synonym
DOID:0060196	distal hereditary motor neuropathy with upper motor neuron signs	exact-synonym
DOID:0050292	primary systemic mycosis	name
DOID:1822	secondary lacrimal atrophy	name
DOID:1822	secondary lacrimal atrophy (disorder)	exact-synonym
DOID:1094	attention deficit hyperactivity disorder	name
DOID:1094	ADHD	exact-synonym
DOID:1094	attention deficit disorder	exact-synonym
DOID:1094	hyperkinetic disorder	exact-synonym
DOID:11037	dissociative amnesia	name
DOID:11037	psychogenic amnesia	exact-synonym
DOID:9954	null-cell leukemia	name
DOID:9954	Null cell acute lymphoblastic leukemia (disorder)	exact-synonym
DOID:10944	tongue disease	name
DOID:0060191	gastroduodenal Crohn's disease	name
DOID:0060191	upper GI Crohn's disease	exact-synonym
DOID:1703	Richter's syndrome	name
DOID:1703	Richter syndrome	exact-synonym
DOID:10952	nephritis	name
DOID:6197	conventional malignant hemangiopericytoma	name
DOID:1824	status epilepticus	name
DOID:1824	(Grand mal status) or (status epilepticus)	exact-synonym
DOID:525	central nervous system vasculitis	name
DOID:7482	petrous apex meningioma	name
DOID:7482	meningioma of the Petrous Ridge	exact-synonym
DOID:11870	Pick's disease	name
DOID:11870	Dementia in Pick's disease (disorder)	exact-synonym
DOID:11870	LOBAR ATROPHY OF BRAIN	exact-synonym
DOID:11870	Pick disease	exact-synonym
DOID:11870	PICK DISEASE OF BRAIN	exact-synonym
DOID:4455	hereditary renal cell carcinoma	name
DOID:1168	familial hyperlipidemia	name
DOID:1168	familial hyperlipoproteinemia	exact-synonym
DOID:1168	hyperlipemia	exact-synonym
DOID:1168	hyperlipidaemia	related-synonym
DOID:48	male reproductive system disease	name
DOID:0050708	early onset absence epilepsy	name
DOID:5280	gastric leiomyosarcoma	name
DOID:10685	separation anxiety disorder	name
DOID:4798	aggressive systemic mastocytosis	name
DOID:4798	Aggressive systemic mastocytosis (morphologic abnormality)	exact-synonym
DOID:4798	ASM	exact-synonym
DOID:4798	Lymphadenopathic mastocytosis with eosinophilia	exact-synonym
DOID:10688	hypertrophy of breast	name
DOID:10688	breasts enlarged	exact-synonym
DOID:10688	large breast	exact-synonym
DOID:4797	SM-AHNMD	name
DOID:4797	systemic mastocytosis with associated clonal haematological non-mast cell lineage disease	exact-synonym
DOID:4797	systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease (morphologic abnormality)	exact-synonym
DOID:4837	Gorham's disease	name
DOID:4837	Disappearing bone disease (disorder)	exact-synonym
DOID:4837	essential osteolysis	exact-synonym
DOID:4837	Gorham disease	exact-synonym
DOID:4837	Gorham-Stout Syndrome	related-synonym
DOID:4837	massive osteolysis	exact-synonym
DOID:4837	phantom bone disease	exact-synonym
DOID:5855	anteroseptal myocardial infarction	name
DOID:0060246	MASA syndrome	name
DOID:0060246	CRASH syndrome	exact-synonym
DOID:0060246	Gareis-Mason syndrome	exact-synonym
DOID:0060246	L1 syndrome	exact-synonym
DOID:0060246	X-linked complicated hereditary spastic paraplegia type 1	exact-synonym
DOID:0060246	X-linked corpus callosum agenesis	exact-synonym
DOID:2537	inflammatory and toxic neuropathy	name
DOID:12169	carpal tunnel syndrome	name
DOID:12169	carpal tunnel median neuropathy	exact-synonym
DOID:12169	Carpal tunnel syndrome	exact-synonym
DOID:12169	Carpal tunnel syndrome	exact-synonym
DOID:12169	Carpal tunnel syndrome (disorder)	exact-synonym
DOID:12169	CTS - Carpal tunnel syndrome	exact-synonym
DOID:12169	Median nerve entrapment	exact-synonym
DOID:12169	Median nerve entrapment (disorder)	exact-synonym
DOID:14686	Axenfeld-Rieger syndrome	name
DOID:14686	Anomaly, Rieger's	exact-synonym
DOID:14686	Axenfeld syndrome 	exact-synonym
DOID:14686	Hagedoom syndrome	related-synonym
DOID:14686	RGS - Rieger syndrome	exact-synonym
DOID:14686	Rieger's anomaly	exact-synonym
DOID:3901	vulvitis	name
DOID:3901	Vulvitis (disorder)	exact-synonym
DOID:3901	Vulvitis - non sp.	exact-synonym
DOID:3901	Vulvitis - non sp.	exact-synonym
DOID:3901	Vulvitis NOS	exact-synonym
DOID:3901	Vulvitis unspecified	exact-synonym
DOID:3901	Vulvitis unspecified (disorder)	exact-synonym
DOID:5532	ovarian squamous cell neoplasm	name
DOID:0060042	atypical autism	name
DOID:0060042	PDD NOS	exact-synonym
DOID:1217	fascioloidiasis	name
DOID:11355	bladder calculus	name
DOID:2538	Landau-Kleffner syndrome	name
DOID:2538	acquired epileptic aphasia	exact-synonym
DOID:5703	mixed liposarcoma	name
DOID:5703	mixed liposarcoma (morphologic abnormality)	exact-synonym
DOID:5854	silent myocardial infarction	name
DOID:5854	Silent myocardial infarction	exact-synonym
DOID:5854	Silent myocardial infarction (disorder)	exact-synonym
DOID:12170	radial nerve lesion	name
DOID:12170	Lesion of radial nerve	exact-synonym
DOID:12170	Lesion of radial nerve, NOS	exact-synonym
DOID:12170	Radial nerve lesion NOS (disorder)	exact-synonym
DOID:12170	Radial nerve lesions (disorder)	exact-synonym
DOID:7849	dendritic cell sarcoma	name
DOID:7849	Dendritic cell sarcoma	exact-synonym
DOID:7849	Dendritic cell sarcoma, not otherwise specified (morphologic abnormality)	exact-synonym
DOID:7849	follicular dendritic cell sarcoma	related-synonym
DOID:5859	periosteal chondrosarcoma	name
DOID:5859	Periosteal chondrosarcoma	exact-synonym
DOID:864	phlebitis	name
DOID:0050132	inflammatory diarrhea	name
DOID:10444	ring corneal ulcer	name
DOID:10444	Ring corneal ulcer (disorder)	exact-synonym
DOID:4557	oral leukoedema	name
DOID:4557	Leukedema of mouth	exact-synonym
DOID:9346	Taylor's syndrome	name
DOID:9346	Congestion-fibrosis syndrome	exact-synonym
DOID:9346	pelvic congestion syndrome	exact-synonym
DOID:9346	pelvic congestion syndrome	exact-synonym
DOID:9346	pelvic congestion syndrome (disorder)	exact-synonym
DOID:9346	Taylor syndrome	exact-synonym
DOID:10445	perforated corneal ulcer	name
DOID:10445	Perforated corneal ulcer (disorder)	exact-synonym
DOID:5976	occlusion precerebral artery	name
DOID:5976	Occlusion and stenosis of multiple and bilateral precerebral arteries	related-synonym
DOID:5976	occlusion and stenosis of precerebral artery	related-synonym
DOID:5190	cervical Wilms' tumor	name
DOID:5190	cervical Wilms tumor	related-synonym
DOID:5238	benign perivascular tumor	name
DOID:11354	stone in bladder diverticulum	name
DOID:11354	calculus in diverticulum of bladder	exact-synonym
DOID:11354	calculus in diverticulum of bladder (disorder)	exact-synonym
DOID:231	motor neuron disease	name
DOID:9268	glycine encephalopathy	name
DOID:9268	Non-ketotic hyperglycinemia 	exact-synonym
DOID:9268	Non-ketotic hyperglycinemia (disorder)	exact-synonym
DOID:9268	nonketotic hyperglycinemia	exact-synonym
DOID:2653	benign fibrous mesothelioma	name
DOID:2653	fibrous mesothelioma, benign (morphologic abnormality)	exact-synonym
DOID:2653	localized benign fibrous Mesothelioma	exact-synonym
DOID:254	hemangioma of intra-abdominal structure	name
DOID:254	hemangioma of intra-abdominal structure (disorder)	exact-synonym
DOID:254	hemangioma of intra-abdominal structures	exact-synonym
DOID:254	hemangioma of intra-abdominal structures (disorder)	exact-synonym
DOID:254	hemangioma, Intra-abdominal	exact-synonym
DOID:12904	mucocele of salivary gland	name
DOID:12904	Mucocele of salivary gland (disorder)	exact-synonym
DOID:12904	Mucocele of salivary gland unspecified (disorder)	exact-synonym
DOID:12904	Mucous retention cyst of salivary gland	exact-synonym
DOID:12904	Ranula	exact-synonym
DOID:12904	Ranula (disorder)	exact-synonym
DOID:12904	Salivary Cyst	exact-synonym
DOID:12904	Salivary gland mucocele NOS (disorder)	exact-synonym
DOID:12177	common variable immunodeficiency	name
DOID:12177	acquired agammaglobulinemia	exact-synonym
DOID:12177	acquired hypogammaglobulinemia	exact-synonym
DOID:12177	common variable agammaglobulinemia	exact-synonym
DOID:12177	CVID	exact-synonym
DOID:12177	sporadic hypogammaglobulinemia	exact-synonym
DOID:10368	epididymis adenocarcinoma	name
