disease_id	name	description
DOID:0060188	jejunoileitis	An inflammatory bowel disease that is characterized by patchy areas of inflammation located_in jejunum, has_symptom abdominal pain, has_symptom diarrhea, has_symptom cramps and has_symptom formation of fistulas.
DOID:0060189	ileitis	An inflammatory bowel disease characterized by inflammation located_in ileum, has_symptom diarrhea, has_symptom abdominal pain, often in the right lower quadrant, has_symptom weight loss.
DOID:0060190	ileocolitis	An inflammatory bowel disease characterized by inflammation located_in colon and located_in ileum, has_symptom diarrhea, has_symptom weight loss, has_symptom abdominal pain in middle or lower right part.
DOID:0060191	gastroduodenal Crohn's disease	An inflammatory bowel disease characterized by inflammation located_in stomach and located_in duodenum, has_symptom nausea, has_symptom vomiting, has_symptom weight loss and has_symptom loss of appetite.
DOID:0060192	Crohn's colitis	An inflammatory bowel disease characterized by inflammation located_in colon only, has_symptom diarrhea, has_symptom rectal bleeding, has_symptom skin lesions and has_symptom formation of ulcers, fistulas and abscesses around the anus.
DOID:0060193	amyotrophic lateral sclerosis type 1	The most common type of familial ALS caused_by mutation located_in SOD1 gene located in chromosome 21.
DOID:0060194	amyotrophic lateral sclerosis type 2	A type of ALS with juvenile onset caused_by mutation located_in alsin gene located_in chromosome 2.
DOID:0060195	amyotrophic lateral sclerosis type 3	A type of ALS with loci associated with the disease located_in chromosome 18.
DOID:0060196	amyotrophic lateral sclerosis type 4	A type of ALS with juvenile onset caused_by mutation located_in senataxin gene (SETX) located_in chromosome 9.
DOID:0060197	amyotrophic lateral sclerosis type 5	A type of ALS with juvenile onset with loci associated with the disease located_in chromosome 15.
DOID:0060198	amyotrophic lateral sclerosis type 6	A type of ALS caused_by mutation located_in FUS gene located_in chromosome 16.
DOID:0060199	amyotrophic lateral sclerosis type 7	A type of ALS with loci associated with the disease located_in chromosome 20.
DOID:0060200	amyotrophic lateral sclerosis type 9	A type of ALS caused_by mutation located_in ANG gene located_in chromosome 14.
DOID:0060201	amyotrophic lateral sclerosis type 10	A type of ALS caused_by mutation located_in TARDBP gene located_in chromosome 1.
DOID:0060202	amyotrophic lateral sclerosis type 11	A type of ALS caused_by mutation located_in FIG4 gene located_in chromosome 6.
DOID:0060203	amyotrophic lateral sclerosis type 12	A type of ALS caused_by mutation located_in OPTN gene located_in chromosome 10.
DOID:0060204	amyotrophic lateral sclerosis type 13	A type of ALS were intermediate-length polyglutamine repeat expansions in the ATXN2 gene located_in chromosome 12 contribute to susceptibility.
DOID:0060205	amyotrophic lateral sclerosis type 14	A type of ALS caused_by mutation located_in VCP gene located_in chromosome 9.
DOID:0060206	amyotrophic lateral sclerosis type 15	A type of ALS caused_by mutation located_in UBQLN 2 gene located_in X chromosome.
DOID:0060207	amyotrophic lateral sclerosis type 16	A type of ALS with juvenile onset caused_by mutation located_in SIGMAR1 gene (SETX) located_in chromosome 9.
DOID:0060208	amyotrophic lateral sclerosis type 17	A type of ALS caused_by mutation located_in CHMP2B gene located_in chromosome 3.
DOID:0060209	amyotrophic lateral sclerosis type 18	A type of ALS caused_by mutation located_in PFN1 gene located_in chromosome 17.
DOID:0060210	amyotrophic lateral sclerosis type 19	A type of ALS caused_by mutation located_in ERBB4 gene located_in chromosome 2.
DOID:0060211	amyotrophic lateral sclerosis type 20	A type of ALS with juvenile onset caused_by mutation located_in HNRNPA1 gene located_in chromosome 12.
DOID:0060212	amyotrophic lateral sclerosis type 21	A type of ALS with juvenile onset caused_by mutation located_in MATR3 gene located_in chromosome 5.
DOID:0060213	FTDALS1	A type of ALS caused_by mutation located_in C9ORF72 gene located_in chromosome 9. It is characterized by adult onset of either frontotemporal dementia and/or amyotrophic lateral sclerosis.
DOID:0060214	FTDALS2	A type of ALS caused_by mutation located_in CHCHD10 gene located_in chromosome 22. It is characterized by adult onset of either frontotemporal dementia and/or amyotrophic lateral sclerosis.
DOID:0060215	Balo concentric sclerosis	A rare demyelinating disease characterized by the fact that the demyelinated tissues form concentric layers.
DOID:0060216	Cogan syndrome	A rare eye disease characterized by nonsyphilitic interstitial keratitis located_in cornea, has_symptom fever, has_symptom fatigue.
DOID:0060217	Cogan-Reese syndrome	A rare eye disease characterized by variable iris atrophy, pigmented and pedunculated nodules located_in iris and attachment of the iris to the cornea (peripheral anterior synechiae) and characterized_by glaucoma.
DOID:0060218	CREST syndrome	A syndrome characterized by calcinosis, Raynaud's phenomeno, esophageal dysmotility, sclerodactyly and telangiectasia.
DOID:0060219	lymph node adenoid cystic carcinoma	A lymph node cancer that is characterized by a distinctive pattern in which abnormal nests or cords of epithelial cells surround and/or infiltrate ducts or glandular structures of the lymph nodes. These structures are typically filled with a mucous-like material or contain abnormal fibrous membranes.
DOID:0060220	physical urticaria	An urticaria induced by external physical influences.
DOID:0060221	Maffucci syndrome	A syndrome characterized by the presence of multiple enchondromas (benign growths of cartilage) associated with multiple hemangiomas.
DOID:0060222	Scheie syndrome	A mucopolysaccharidosis characterized by corneal clouding, facial dysmorphism and normal lifespan.
DOID:0060223	agraphia	An acquired writing disorder causing a loss in the ability to communicate through writing, either due to some motor dysfunction or the inability to spell.
DOID:0060224	atrial fibrillation	A heart conduction disease that is characterized by uncoordinated electrical activity in the heart's upper chambers (the atria), which causes the heartbeat to become fast and irregular and has symptoms palpitations, weakness, fatigue, lightheadedness, dizziness, confusion, shortness of breath and chest pain.
DOID:0060225	3MC syndrome	A syndrome characterized by blepharophimosis, blepharoptosis, highly arched eyebrows hypertelorism, cleft lip and palate, postnatal growth deficiency, cognitive impairment, hearing loss and, in a smaller percentage of cases, craniosynostosis, radioulnar synostosis and genital and vesicorenal anomalies. It encompasses four disorders that were previously designated the Malpuech, Michels, Mingarelli and Carnevale syndromes.
DOID:0060226	acrofrontofacionasal dysostosis	A dysostosis characterized by intellectual disability, short stature, hypertelorism, broad notched nasal tip, cleft lip palate, postaxial camptobrachypolysyndactyly, fibular hypoplasia and anomalies of foot structure.
DOID:0060227	Adams-Oliver syndrome	A syndrome characterized by defects of the scalp (aplasia cutis congenita), abnormalities of the fingers, toes, arms and legs.
DOID:0060228	intracranial berry aneurysm	An intracranial aneurysm with a characteristic rounded shape; the most common form of cerebral aneurysm.
DOID:0060229	Baraitser-Winter syndrome	A syndrome characterized by distinctive facial features including hypertelorism, large eyelid openings, ptosis, high-arched eyebrows, a broad nasal bridge and tip of the nose, a long space between the nose and the upper lip, full cheeks and a pointed chin; structural abnormalities of the brain might also be present.
DOID:0060230	basal ganglia calcification	A basal ganglia disease characterized by the presence of abnormal calcium deposits of unknown cause in the brain; has symptom dementia, psychosis, mood swings and loss of acquired motor skills.
DOID:0060231	Bruck syndrome	A syndrome characterized by a combination of multiple joint contractures and osteogenesis imperfecta.
DOID:0060232	branchiootic syndrome	A syndrome characterized by malformations of the outer, middle and inner ear and branchial and renal malformations. Mutations of the EYA1, SIX1 and SIX5 genes are associated with the syndrome.
DOID:0060233	cardiofaciocutaneous syndrome	A syndrome characterized by unusually sparse, brittle, curly hair, macrocephaly, a prominent forehead and bi-temporal narrowing, intellectual disability, failure to thrive, congenital heart defects, short stature and skin abnormalities; it is caused by mutation in the BRAF, MAP2K1, MAP2kK2 and KRAS genes.
